pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Mi	Na	VHQE01000293.1	9880001	9900000	0.007295958406906	18689	26180	3588288	0
Mi	Na	VHQE01000293.1	9900001	9920000	0.0097212555989792	18679	34864	3586368	0
Mi	Na	VHQE01000293.1	9920001	9940000	0.0092211960806397	17758	31440	3409536	0
Mi	Na	VHQE01000293.1	9940001	9960000	0.0086993832842006	18742	31304	3598416	48
Mi	Na	VHQE01000293.1	9960001	9980000	0.0080054681248332	18745	28812	3599040	0
Mi	Na	VHQE01000293.1	9980001	10000000	0.0083118305313187	18796	29996	3608832	0
Mi	Na	VHQE01000293.1	10000001	10020000	0.0072406663616181	19669	27344	3776448	0
Mi	Na	VHQE01000293.1	10020001	10040000	0.0082376728411166	19165	30312	3679680	0
Mi	Na	VHQE01000293.1	10040001	10060000	0.0078500983595039	18978	28604	3643776	0
Mi	Na	VHQE01000293.1	10060001	10080000	0.0061197365636902	18904	22212	3629568	0
Mi	Na	VHQE01000293.1	10080001	10100000	0.0077905409741384	19479	29136	3739920	48
Mi	Na	VHQE01000293.1	10100001	10120000	0.0076882033372138	19757	29164	3793344	0
Mi	Na	VHQE01000293.1	10120001	10140000	0.00780322726502	17693	26508	3397056	0
Mi	Na	VHQE01000293.1	10140001	10160000	0.0088915916482489	18551	31670	3561792	0
Mi	Na	VHQE01000293.1	10160001	10180000	0.0069487976457887	19143	25540	3675456	0
Mi	Na	VHQE01000293.1	10180001	10200000	0.0105531388604571	19540	39592	3751680	0
Mi	Na	VHQE01000293.1	10200001	10220000	0.0077509218965728	19073	28384	3662016	0
Mi	Na	VHQE01000293.1	10220001	10240000	0.0109247347884404	16402	34404	3149184	0
Mi	Na	VHQE01000293.1	10240001	10260000	0.0120203086884775	18584	42890	3568128	0
Mi	Na	VHQE01000293.1	10260001	10280000	0.0082264197673202	19516	30824	3746952	120
Mi	Na	VHQE01000293.1	10280001	10300000	0.0090452696269367	19255	33440	3696960	0
Mi	Na	VHQE01000293.1	10300001	10320000	0.0093712991092116	19421	34944	3728832	0
Mi	Na	VHQE01000293.1	10320001	10340000	0.0107508045261081	19266	39768	3699072	0
Mi	Na	VHQE01000293.1	10340001	10360000	0.0132111631748083	18567	47096	3564864	0
Mi	Na	VHQE01000293.1	10360001	10380000	0.0100615046957942	19592	37848	3761664	0
Mi	Na	VHQE01000293.1	10380001	10400000	0.0105806073302179	18617	37820	3574464	0
Mi	Na	VHQE01000293.1	10400001	10420000	0.009876509727345	18436	34960	3539712	0
Mi	Na	VHQE01000293.1	10420001	10440000	0.0115201920313741	19719	43616	3786048	0
Mi	Na	VHQE01000293.1	10440001	10460000	0.0095501955671447	19175	35160	3681600	0
Mi	Na	VHQE01000293.1	10460001	10480000	0.0121621435649014	18166	42420	3487872	0
Mi	Na	VHQE01000293.1	10480001	10500000	0.0117755493607282	19371	43796	3719232	0
Mi	Na	VHQE01000293.1	10500001	10520000	0.0117843922176308	19360	43804	3717120	0
Mi	Na	VHQE01000293.1	10520001	10540000	0.0105305319965737	18777	37964	3605136	48
Mi	Na	VHQE01000293.1	10540001	10560000	0.0114732920620422	19707	43412	3783744	0
Mi	Na	VHQE01000293.1	10560001	10580000	0.0118278368293158	19016	43184	3651048	24
Mi	Na	VHQE01000293.1	10580001	10600000	0.0102829166885033	19081	37672	3663552	0
Mi	Na	VHQE01000293.1	10600001	10620000	0.0141289863684655	18511	50216	3554112	0
Mi	Na	VHQE01000293.1	10620001	10640000	0.0086706676602615	18787	31276	3607104	0
Mi	Na	VHQE01000293.1	10640001	10660000	0.0143541066346102	18856	51966	3620288	64
Mi	Na	VHQE01000293.1	10660001	10680000	0.0138657286781309	19190	51088	3684480	0
Mi	Na	VHQE01000293.1	10680001	10700000	0.0102641598304352	19108	37656	3668688	48
Mi	Na	VHQE01000293.1	10700001	10720000	0.0097495257803069	19330	36184	3711360	0
Mi	Na	VHQE01000293.1	10720001	10740000	0.0154687419867685	19499	57912	3743808	0
Mi	Na	VHQE01000293.1	10740001	10760000	0.0117461218437385	18939	42712	3636264	24
Mi	Na	VHQE01000293.1	10760001	10780000	0.0082397352638489	18786	29720	3606912	0
Mi	Na	VHQE01000293.1	10780001	10800000	0.0099957429303945	17422	33436	3345024	0
Mi	Na	VHQE01000293.1	10800001	10820000	0.0054338984502097	19465	20308	3737280	0
Mi	Na	VHQE01000293.1	10820001	10840000	0.0076795391194445	19253	28388	3696576	0
Mi	Na	VHQE01000293.1	10840001	10860000	0.0089946003699828	18875	32596	3623952	48
Mi	Na	VHQE01000293.1	10860001	10880000	0.0108508069359192	19774	41196	3796584	24
Mi	Na	VHQE01000293.1	10880001	10900000	0.0104060913705583	19577	39114	3758760	24
Mi	Na	VHQE01000293.1	10900001	10920000	0.0123860110415964	18921	44996	3632808	24
Mi	Na	VHQE01000293.1	10920001	10940000	0.0098545832251363	19255	36432	3696960	0
Mi	Na	VHQE01000293.1	10940001	10960000	0.009014097023442	17817	30836	3420864	0
Mi	Na	VHQE01000293.1	10960001	10980000	0.0101403027585843	18959	36912	3640128	0
Mi	Na	VHQE01000293.1	10980001	11000000	0.009061135371179	18320	31872	3517440	0
Mi	Na	VHQE01000293.1	11000001	11020000	0.0105353438120857	18959	38350	3640128	0
Mi	Na	VHQE01000293.1	11020001	11040000	0.0081252156659765	19320	30140	3709440	0
Mi	Na	VHQE01000293.1	11040001	11060000	0.0060779322234793	18561	21660	3563712	0
Mi	Na	VHQE01000293.1	11060001	11080000	0.0103904282115869	17468	34848	3353856	0
Mi	Na	VHQE01000293.1	11080001	11100000	0.007357410004675	17825	25180	3422400	0
Mi	Na	VHQE01000293.1	11100001	11120000	0.0077167766258246	18037	26724	3463104	0
Mi	Na	VHQE01000293.1	11120001	11140000	0.0090873331816803	17584	30680	3376128	0
Mi	Na	VHQE01000293.1	11140001	11160000	0.0134186316473109	16296	41984	3128784	48
Mi	Na	VHQE01000293.1	11160001	11180000	0.0093089473047475	19287	34472	3703104	0
Mi	Na	VHQE01000293.1	11180001	11200000	0.010169245296724	18356	35840	3524352	0
Mi	Na	VHQE01000293.1	11200001	11220000	0.0115864408590661	18718	41640	3593856	0
Mi	Na	VHQE01000293.1	11220001	11240000	0.0077587615215297	19384	28876	3721728	0
Mi	Na	VHQE01000293.1	11240001	11260000	0.0096733259439107	18946	35188	3637632	0
Mi	Na	VHQE01000293.1	11260001	11280000	0.0130414105940883	19363	48484	3717696	0
Mi	Na	VHQE01000293.1	11280001	11300000	0.0096409632459399	19109	35372	3668928	0
Mi	Na	VHQE01000293.1	11300001	11320000	0.0097086320269303	19111	35624	3669312	0
Mi	Na	VHQE01000293.1	11320001	11340000	0.0085806847036161	19035	31360	3654720	0
Mi	Na	VHQE01000293.1	11340001	11360000	0.0071415387521032	19414	26620	3727488	0
Mi	Na	VHQE01000293.1	11360001	11380000	0.010763552106908	18558	38352	3563136	0
Mi	Na	VHQE01000293.1	11380001	11400000	0.0115774719915145	17599	39120	3378976	32
Mi	Na	VHQE01000293.1	11400001	11420000	0.0148976278996701	19097	54624	3666624	0
Mi	Na	VHQE01000293.1	11420001	11440000	0.0131500100662	17592	44416	3377640	24
Mi	Na	VHQE01000293.1	11440001	11460000	0.010605380376415	18933	38552	3635136	0
Mi	Na	VHQE01000293.1	11460001	11480000	0.0112936891406568	18006	39044	3457152	0
Mi	Na	VHQE01000293.1	11480001	11500000	0.0117357765542555	17436	39288	3347712	0
Mi	Na	VHQE01000293.1	11500001	11520000	0.00976952591191	19026	35688	3652992	0
Mi	Na	VHQE01000293.1	11520001	11540000	0.0140905365769496	19320	52268	3709440	0
Mi	Na	VHQE01000293.1	11540001	11560000	0.013009592326139	18765	46872	3602880	0
Mi	Na	VHQE01000293.1	11560001	11580000	0.0113038267308151	19538	42404	3751296	0
Mi	Na	VHQE01000293.1	11580001	11600000	0.0135387650882079	17950	46660	3446400	0
Mi	Na	VHQE01000293.1	11600001	11620000	0.0099636706135629	18580	35544	3567360	0
Mi	Na	VHQE01000293.1	11620001	11640000	0.0077338804113148	18218	27052	3497856	0
Mi	Na	VHQE01000293.1	11640001	11660000	0.0130642480710939	19355	48548	3716096	64
Mi	Na	VHQE01000293.1	11660001	11680000	0.0139415283651945	18019	48232	3459592	56
Mi	Na	VHQE01000293.1	11680001	11700000	0.0083812013806604	19411	31236	3726912	0
Mi	Na	VHQE01000293.1	11700001	11720000	0.0132579171423294	18724	47662	3594984	24
Mi	Na	VHQE01000293.1	11720001	11740000	0.0083512288236697	19558	31360	3755136	0
Mi	Na	VHQE01000293.1	11740001	11760000	0.0132467377639051	15378	39112	2952576	0
Mi	Na	VHQE01000293.1	11760001	11780000	0.0101134549250798	18998	36890	3647616	0
Mi	Na	VHQE01000293.1	11780001	11800000	0.0092059547056884	19716	34848	3785376	96
Mi	Na	VHQE01000293.1	11800001	11820000	0.0131037813966326	18115	45576	3478080	0
Mi	Na	VHQE01000293.1	11820001	11840000	0.0104460444010557	18438	36980	3540096	0
Mi	Na	VHQE01000293.1	11840001	11860000	0.0108721058131221	18183	37956	3491136	0
Mi	Na	VHQE01000293.1	11860001	11880000	0.0138105529492383	18971	50304	3642432	0
Mi	Na	VHQE01000293.1	11880001	11900000	0.0085872123430962	19120	31524	3671040	0
Mi	Na	VHQE01000293.1	11900001	11920000	0.009557265003323	18557	34052	3562944	0
Mi	Na	VHQE01000293.1	11920001	11940000	0.0076846537528611	19514	28792	3746688	0
Mi	Na	VHQE01000293.1	11940001	11960000	0.0113907135497166	18116	39620	3478272	0
Mi	Na	VHQE01000293.1	11960001	11980000	0.0086335120413033	18909	31344	3630504	24
Mi	Na	VHQE01000293.1	11980001	12000000	0.0078390914060984	18901	28448	3628992	0
Mi	Na	VHQE01000293.1	12000001	12020000	0.0110072056797711	18874	39888	3623808	0
Mi	Na	VHQE01000293.1	12020001	12040000	0.0081941155836183	19005	29900	3648960	0
Mi	Na	VHQE01000293.1	12040001	12060000	0.0105214041247716	18797	37972	3609024	0
Mi	Na	VHQE01000293.1	12060001	12080000	0.0103997024021939	19266	38468	3698952	120
Mi	Na	VHQE01000293.1	12080001	12100000	0.0117067743171683	19136	43012	3674112	0
Mi	Na	VHQE01000293.1	12100001	12120000	0.0139570373945373	18648	49972	3580416	0
Mi	Na	VHQE01000293.1	12120001	12140000	0.0082226312419974	18744	29592	3598848	0
Mi	Na	VHQE01000293.1	12140001	12160000	0.0088460625319599	18252	31000	3504384	0
Mi	Na	VHQE01000293.1	12160001	12180000	0.0159609044082274	17756	54412	3409080	72
Mi	Na	VHQE01000293.1	12180001	12200000	0.0115200995566892	18817	41620	3612816	48
Mi	Na	VHQE01000293.1	12200001	12220000	0.0063320944913959	19642	23880	3771264	0
Mi	Na	VHQE01000293.1	12220001	12240000	0.0088969516741222	19672	33604	3777024	0
Mi	Na	VHQE01000293.1	12240001	12260000	0.0074225547457831	19347	27572	3714624	0
Mi	Na	VHQE01000293.1	12260001	12280000	0.0101597744567426	18962	36988	3640632	72
Mi	Na	VHQE01000293.1	12280001	12300000	0.0086788565542106	19415	32352	3727680	0
Mi	Na	VHQE01000293.1	12300001	12320000	0.0106792984037957	18855	38660	3620088	72
Mi	Na	VHQE01000293.1	12320001	12340000	0.0091650026754368	19156	33708	3677904	48
Mi	Na	VHQE01000293.1	12340001	12360000	0.0084140835519388	18679	30176	3586368	0
Mi	Na	VHQE01000293.1	12360001	12380000	0.0128289416013604	19013	46832	3650496	0
Mi	Na	VHQE01000293.1	12380001	12400000	0.008407478021396	18882	30480	3625344	0
Mi	Na	VHQE01000293.1	12400001	12420000	0.0081670503965208	19545	30648	3752640	0
Mi	Na	VHQE01000293.1	12420001	12440000	0.0096336104311165	19608	36268	3764736	0
Mi	Na	VHQE01000293.1	12440001	12460000	0.010295881647341	17507	34608	3361344	0
Mi	Na	VHQE01000293.1	12460001	12480000	0.007988097670617	19576	30024	3758592	0
Mi	Na	VHQE01000293.1	12480001	12500000	0.0079828345465983	18545	28424	3560640	0
Mi	Na	VHQE01000293.1	12500001	12520000	0.0082605029132168	19566	31032	3756672	0
Mi	Na	VHQE01000293.1	12520001	12540000	0.0088724168912848	19292	32864	3704064	0
Mi	Na	VHQE01000293.1	12540001	12560000	0.0081692260598949	19601	30744	3763392	0
Mi	Na	VHQE01000293.1	12560001	12580000	0.0082922470913549	19167	30516	3680064	0
Mi	Na	VHQE01000293.1	12580001	12600000	0.0093974084516847	19152	34556	3677184	0
Mi	Na	VHQE01000293.1	12600001	12620000	0.0073902744256726	18645	26456	3579840	0
Mi	Na	VHQE01000293.1	12620001	12640000	0.0088419762364898	18628	31624	3576576	0
Mi	Na	VHQE01000293.1	12640001	12660000	0.0097072684193104	19133	35660	3673536	0
Mi	Na	VHQE01000293.1	12660001	12680000	0.0084620681790269	18999	30868	3647808	0
Mi	Na	VHQE01000293.1	12680001	12700000	0.0077275029056214	18678	27712	3586152	24
Mi	Na	VHQE01000293.1	12700001	12720000	0.009287677060588	19197	34232	3685744	80
Mi	Na	VHQE01000293.1	12720001	12740000	0.0091916821401554	19388	34216	3722496	0
Mi	Na	VHQE01000293.1	12740001	12760000	0.0086254741552607	19069	31580	3661248	0
Mi	Na	VHQE01000293.1	12760001	12780000	0.0139715110441767	19920	53436	3824640	0
Mi	Na	VHQE01000293.1	12780001	12800000	0.0106323693949565	19365	39532	3718080	0
Mi	Na	VHQE01000293.1	12800001	12820000	0.0105537421609951	19454	39420	3735168	0
Mi	Na	VHQE01000293.1	12820001	12840000	0.008690194667215	19452	32456	3734784	0
Mi	Na	VHQE01000293.1	12840001	12860000	0.0101295405982905	18720	36408	3594240	0
Mi	Na	VHQE01000293.1	12860001	12880000	0.008640062399865	19765	32788	3794880	0
Mi	Na	VHQE01000293.1	12880001	12900000	0.0115904301475145	18823	41888	3614016	0
Mi	Na	VHQE01000293.1	12900001	12920000	0.0147113116141696	18509	52280	3553728	0
Mi	Na	VHQE01000293.1	12920001	12940000	0.0098006127005555	19259	36240	3697728	0
Mi	Na	VHQE01000293.1	12940001	12960000	0.0096249468968447	17262	31900	3314304	0
Mi	Na	VHQE01000293.1	12960001	12980000	0.0117218176625972	18676	42032	3585792	0
Mi	Na	VHQE01000293.1	12980001	13000000	0.0080216425717274	19437	29936	3731904	0
Mi	Na	VHQE01000293.1	13000001	13020000	0.0108768018830644	19401	40516	3724992	0
Mi	Na	VHQE01000293.1	13020001	13040000	0.0111795783968067	19677	42236	3777960	24
Mi	Na	VHQE01000293.1	13040001	13060000	0.0101367770603346	19204	37376	3687168	0
Mi	Na	VHQE01000293.1	13060001	13080000	0.0094426181033882	19164	34744	3679488	0
Mi	Na	VHQE01000293.1	13080001	13100000	0.0087336876212857	18723	31396	3594816	0
Mi	Na	VHQE01000293.1	13100001	13120000	0.0076839916648226	18076	26668	3470592	0
Mi	Na	VHQE01000293.1	13120001	13140000	0.007103300846673	19803	27008	3802176	0
Mi	Na	VHQE01000293.1	13140001	13160000	0.0198076670605225	10156	38624	1949952	0
Mi	Na	VHQE01000293.1	13160001	13180000	0.0140472792570402	19445	52444	3733392	48
Mi	Na	VHQE01000293.1	13180001	13200000	0.0089493961749105	19294	33152	3704384	64
Mi	Na	VHQE01000293.1	13200001	13220000	0.0079165561156805	18845	28644	3618240	0
Mi	Na	VHQE01000293.1	13220001	13240000	0.0102317052488764	19655	38612	3773760	0
Mi	Na	VHQE01000293.1	13240001	13260000	0.0090357337697763	19552	33920	3753984	0
Mi	Na	VHQE01000293.1	13260001	13280000	0.0107908522627223	18930	39220	3634560	0
Mi	Na	VHQE01000293.1	13280001	13300000	0.0092849266903725	18819	33548	3613168	80
Mi	Na	VHQE01000293.1	13300001	13320000	0.0076871260029919	19608	28940	3764736	0
Mi	Na	VHQE01000293.1	13320001	13340000	0.0070568822219475	19216	26036	3689448	24
Mi	Na	VHQE01000293.1	13340001	13360000	0.0081404554949127	19788	30928	3799296	0
Mi	Na	VHQE01000293.1	13360001	13380000	0.0075490196078431	19550	28336	3753600	0
Mi	Na	VHQE01000293.1	13380001	13400000	0.0085668410638226	19878	32696	3816576	0
Mi	Na	VHQE01000293.1	13400001	13420000	0.007875963093313	19712	29808	3784680	24
Mi	Na	VHQE01000293.1	13420001	13440000	0.008399474221798	19907	32104	3822144	0
Mi	Na	VHQE01000293.1	13440001	13460000	0.0065032778364602	19881	24824	3817152	0
Mi	Na	VHQE01000293.1	13460001	13480000	0.0111744240833291	19809	42500	3803328	0
Mi	Na	VHQE01000293.1	13480001	13500000	0.0067503721171374	19931	25832	3826752	0
Mi	Na	VHQE01000293.1	13500001	13520000	0.0088687409502643	19798	33712	3801216	0
Mi	Na	VHQE01000293.1	13520001	13540000	0.0079869299081832	19931	30564	3826752	0
Mi	Na	VHQE01000293.1	13540001	13560000	0.0083938060802121	19861	32008	3813288	24
Mi	Na	VHQE01000293.1	13560001	13580000	0.00884137132501	19864	33720	3813888	0
Mi	Na	VHQE01000293.1	13580001	13600000	0.0128844446194156	19051	47128	3657744	48
Mi	Na	VHQE01000293.1	13600001	13620000	0.0073311861770474	19716	27752	3785472	0
Mi	Na	VHQE01000293.1	13620001	13640000	0.0072537375631609	19197	26736	3685824	0
Mi	Na	VHQE01000293.1	13640001	13660000	0.0097839146259585	18866	35440	3622272	0
Mi	Na	VHQE01000293.1	13660001	13680000	0.0069765507337746	19034	25496	3654528	0
Mi	Na	VHQE01000293.1	13680001	13700000	0.0069401847024144	19563	26068	3756096	0
Mi	Na	VHQE01000293.1	13700001	13720000	0.0112361996308292	19142	41296	3675264	0
Mi	Na	VHQE01000293.1	13720001	13740000	0.0084995885602969	19849	32392	3811008	0
Mi	Na	VHQE01000293.1	13740001	13760000	0.007374447063244	19517	27634	3747264	0
Mi	Na	VHQE01000293.1	13760001	13780000	0.0093605187972544	19134	34388	3673728	0
Mi	Na	VHQE01000293.1	13780001	13800000	0.0093130341880341	19500	34868	3744000	0
Mi	Na	VHQE01000293.1	13800001	13820000	0.0105577765328987	19636	39804	3770112	0
Mi	Na	VHQE01000293.1	13820001	13840000	0.0075956632653061	19600	28584	3763200	0
Mi	Na	VHQE01000293.1	13840001	13860000	0.0084480414648653	19615	31816	3766080	0
Mi	Na	VHQE01000293.1	13860001	13880000	0.0086775436269007	19598	32652	3762816	0
Mi	Na	VHQE01000293.1	13880001	13900000	0.0086984989102158	18964	31672	3641088	0
Mi	Na	VHQE01000293.1	13900001	13920000	0.0092854706404298	18995	33864	3646988	52
Mi	Na	VHQE01000293.1	13920001	13940000	0.0077555536969962	19430	28932	3730488	72
Mi	Na	VHQE01000293.1	13940001	13960000	0.0068523486535735	19756	25992	3793152	0
Mi	Na	VHQE01000293.1	13960001	13980000	0.0075623731902747	19386	28148	3722112	0
Mi	Na	VHQE01000293.1	13980001	14000000	0.0069580595591352	18872	25212	3623424	0
Mi	Na	VHQE01000293.1	14000001	14020000	0.0069624489519258	19671	26296	3776832	0
Mi	Na	VHQE01000293.1	14020001	14040000	0.0073512055302647	19770	27904	3795840	0
Mi	Na	VHQE01000293.1	14040001	14060000	0.0126160167997511	19286	46716	3702912	0
Mi	Na	VHQE01000293.1	14060001	14080000	0.0102983258794701	19453	38464	3734976	0
Mi	Na	VHQE01000293.1	14080001	14100000	0.0094354535273857	18715	33904	3593256	24
Mi	Na	VHQE01000293.1	14100001	14120000	0.0086320401087058	17785	29476	3414720	0
Mi	Na	VHQE01000293.1	14120001	14140000	0.008428711144005	18916	30612	3631872	0
Mi	Na	VHQE01000293.1	14140001	14160000	0.0107989676101877	17629	36552	3384768	0
Mi	Na	VHQE01000293.1	14160001	14180000	0.0082052014613959	19251	30328	3696192	0
Mi	Na	VHQE01000293.1	14180001	14200000	0.012947545340838	19188	47700	3684096	0
Mi	Na	VHQE01000293.1	14200001	14220000	0.0097454511252479	19492	36472	3742464	0
Mi	Na	VHQE01000293.1	14220001	14240000	0.0084160820410029	18958	30634	3639936	0
Mi	Na	VHQE01000293.1	14240001	14260000	0.0090249397464109	19086	33072	3664512	0
Mi	Na	VHQE01000293.1	14260001	14280000	0.0132785874845914	18388	46880	3530496	0
Mi	Na	VHQE01000293.1	14280001	14300000	0.0091499054495444	19390	34064	3722880	0
Mi	Na	VHQE01000293.1	14300001	14320000	0.00828522963188	19749	31416	3791808	0
Mi	Na	VHQE01000293.1	14320001	14340000	0.0079180163914113	18831	28628	3615552	0
Mi	Na	VHQE01000293.1	14340001	14360000	0.0130641249250558	18347	46020	3522624	0
Mi	Na	VHQE01000293.1	14360001	14380000	0.011564446204969	18934	42040	3635280	48
Mi	Na	VHQE01000293.1	14380001	14400000	0.0118860257504623	18744	42776	3598848	0
Mi	Na	VHQE01000293.1	14400001	14420000	0.0128520904382973	18473	45584	3546816	0
Mi	Na	VHQE01000293.1	14420001	14440000	0.0077491052157044	18301	27228	3513696	96
Mi	Na	VHQE01000293.1	14440001	14460000	0.0080420370649389	19911	30744	3822912	0
Mi	Na	VHQE01000293.1	14460001	14480000	0.0089012529272003	19501	33328	3744192	0
Mi	Na	VHQE01000293.1	14480001	14500000	0.0102246620719132	18717	36744	3593664	0
Mi	Na	VHQE01000293.1	14500001	14520000	0.008027829810008	18685	28800	3587520	0
Mi	Na	VHQE01000293.1	14520001	14540000	0.0116525861412836	19161	42868	3678840	72
Mi	Na	VHQE01000293.1	14540001	14560000	0.0126385041551246	19855	48180	3812160	0
Mi	Na	VHQE01000293.1	14560001	14580000	0.010229307794129	17124	33632	3287808	0
Mi	Na	VHQE01000293.1	14580001	14600000	0.0083181996453175	19548	31220	3753216	0
Mi	Na	VHQE01000293.1	14600001	14620000	0.0079846653803188	19694	30192	3781248	0
Mi	Na	VHQE01000293.1	14620001	14640000	0.0079215959916692	19526	29698	3748992	0
Mi	Na	VHQE01000293.1	14640001	14660000	0.0093319469716662	19235	34464	3693120	0
Mi	Na	VHQE01000293.1	14660001	14680000	0.0082919624904357	18733	29824	3596736	0
Mi	Na	VHQE01000293.1	14680001	14700000	0.0122282143468584	19470	45712	3738240	0
Mi	Na	VHQE01000293.1	14700001	14720000	0.0098598094141054	19099	36156	3667008	0
Mi	Na	VHQE01000293.1	14720001	14740000	0.00914945083682	19120	33588	3671040	0
Mi	Na	VHQE01000293.1	14740001	14760000	0.0108642023821998	19086	39812	3664512	0
Mi	Na	VHQE01000293.1	14760001	14780000	0.0083767521007666	19001	30560	3648192	0
Mi	Na	VHQE01000293.1	14780001	14800000	0.0100843676274489	19498	37752	3743616	0
Mi	Na	VHQE01000293.1	14800001	14820000	0.0140820022693549	19095	51628	3666240	0
Mi	Na	VHQE01000293.1	14820001	14840000	0.009916594545979	19643	37400	3771456	0
Mi	Na	VHQE01000293.1	14840001	14860000	0.0108365799108994	18481	38452	3548352	0
Mi	Na	VHQE01000293.1	14860001	14880000	0.0134388158460084	19395	50044	3723840	0
Mi	Na	VHQE01000293.1	14880001	14900000	0.0085702559024339	19187	31572	3683904	0
Mi	Na	VHQE01000293.1	14900001	14920000	0.008947447408258	19157	32910	3678144	0
Mi	Na	VHQE01000293.1	14920001	14940000	0.0086175618806772	19179	31732	3682248	120
Mi	Na	VHQE01000293.1	14940001	14960000	0.011453929857523	19161	42138	3678912	0
Mi	Na	VHQE01000293.1	14960001	14980000	0.0128709230902327	19265	47608	3698880	0
Mi	Na	VHQE01000293.1	14980001	15000000	0.0074185718759787	19158	27288	3678336	0
Mi	Na	VHQE01000293.1	15000001	15020000	0.0127326862357308	19214	46972	3689088	0
Mi	Na	VHQE01000293.1	15020001	15040000	0.0085112503196113	19555	31956	3754560	0
Mi	Na	VHQE01000293.1	15040001	15060000	0.0116603193045873	19365	43354	3718080	0
Mi	Na	VHQE01000293.1	15060001	15080000	0.0067713162322722	19414	25240	3727488	0
Mi	Na	VHQE01000293.1	15080001	15100000	0.0108635331165143	19371	40404	3719232	0
Mi	Na	VHQE01000293.1	15100001	15120000	0.0102920871983353	17141	33872	3291072	0
Mi	Na	VHQE01000293.1	15120001	15140000	0.0111413995445787	19030	40708	3653760	0
Mi	Na	VHQE01000293.1	15140001	15160000	0.0072110873400142	17762	24592	3410304	0
Mi	Na	VHQE01000293.1	15160001	15180000	0.0079403887156173	18917	28840	3632064	0
Mi	Na	VHQE01000293.1	15180001	15200000	0.0103360580126069	19513	38724	3746496	0
Mi	Na	VHQE01000293.1	15200001	15220000	0.0116888482950591	19160	43000	3678720	0
Mi	Na	VHQE01000293.1	15220001	15240000	0.015631842566236	18268	54828	3507456	0
Mi	Na	VHQE01000293.1	15240001	15260000	0.0096474732492848	18878	34968	3624576	0
Mi	Na	VHQE01000293.1	15260001	15280000	0.0159875416966145	18087	55520	3472704	0
Mi	Na	VHQE01000293.1	15280001	15300000	0.0110074663299115	19203	40584	3686952	24
Mi	Na	VHQE01000293.1	15300001	15320000	0.0115714292349422	17942	39862	3444864	0
Mi	Na	VHQE01000293.1	15320001	15340000	0.012713888273383	16924	41312	3249360	48
Mi	Na	VHQE01000293.1	15340001	15360000	0.012556246382494	17853	43040	3427776	0
Mi	Na	VHQE01000293.1	15360001	15380000	0.0131181231533344	18389	46316	3530688	0
Mi	Na	VHQE01000293.1	15380001	15400000	0.0151320700108154	16412	47682	3151056	48
Mi	Na	VHQE01000293.1	15400001	15420000	0.0111660240178023	17376	37252	3336192	0
Mi	Na	VHQE01000293.1	15420001	15440000	0.0120867696393625	14308	33204	2747136	0
Mi	Na	VHQE01000293.1	15440001	15460000	0.0169746689694876	14475	47176	2779200	0
Mi	Na	VHQE01000293.1	15460001	15480000	0.0165745936085711	14436	45940	2771712	0
Mi	Na	VHQE01000293.1	15480001	15500000	0.0119546160332346	16208	37202	3111936	0
Mi	Na	VHQE01000293.1	15500001	15520000	0.0141224057351077	16832	45640	3231744	0
Mi	Na	VHQE01000293.1	15520001	15540000	0.0139888025349519	15569	41816	2989248	0
Mi	Na	VHQE01000293.1	15540001	15560000	0.0162237599172903	14831	46198	2847552	0
Mi	Na	VHQE01000293.1	15560001	15580000	0.0128338806787082	15225	37516	2923200	0
Mi	Na	VHQE01000293.1	15580001	15600000	0.0124198717948717	17472	41664	3354624	0
Mi	Na	VHQE01000293.1	15600001	15620000	0.0136231220343726	16377	42836	3144360	24
Mi	Na	VHQE01000293.1	15620001	15640000	0.0130228156982153	19705	49270	3783360	0
Mi	Na	VHQE01000293.1	15640001	15660000	0.0104441914506849	17787	35668	3415104	0
Mi	Na	VHQE01000293.1	15660001	15680000	0.0121330606964971	16363	38118	3141664	32
Mi	Na	VHQE01000293.1	15680001	15700000	0.0140555476663826	14084	38008	2704128	0
Mi	Na	VHQE01000293.1	15700001	15720000	0.0111670471032908	18035	38668	3462688	32
Mi	Na	VHQE01000293.1	15720001	15740000	0.0099333054471091	17930	34196	3442560	0
Mi	Na	VHQE01000293.1	15740001	15760000	0.016849370686155	7389	23904	1418688	0
Mi	Na	VHQE01000293.1	15760001	15780000	0.0180314781021897	10960	37944	2104320	0
Mi	Na	VHQE01000293.1	15780001	15800000	0.017195473852287	15971	52726	3066272	160
Mi	Na	VHQE01000293.1	15800001	15820000	0.0132692171824219	18872	48080	3623424	0
Mi	Na	VHQE01000293.1	15820001	15840000	0.0173738231041997	17379	57972	3336744	24
Mi	Na	VHQE01000293.1	15840001	15860000	0.0188133157821141	17283	62428	3318288	48
Mi	Na	VHQE01000293.1	15860001	15880000	0.0154657392877843	14737	43760	2829480	24
Mi	Na	VHQE01000293.1	15880001	15900000	0.0204329040070453	15140	59396	2906880	0
Mi	Na	VHQE01000293.1	15900001	15920000	0.0141407980088972	17009	46180	3265728	0
Mi	Na	VHQE01000293.1	15920001	15940000	0.0067780552161362	18823	24496	3614016	0
